id,name,japanese_name,classfication,generation,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,abilities,height_m,weight_kg,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,percentage_male,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,image_url,pokedex_number
0619,Mienfoo,Kojofuã‚³ã‚¸ãƒ§ãƒ•ãƒ¼,Martial Arts PokÃ©mon,5,fighting,,45,85,50,55,50,65,"['Inner Focus', 'Regenerator', 'Reckless']",0.9,20,6400,70,350,180,1059860,50,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/619.png,619
0620,Mienshao,Kojondoã‚³ã‚¸ãƒ§ãƒ³ãƒ‰,Martial Arts PokÃ©mon,5,fighting,,65,125,60,95,60,105,"['Inner Focus', 'Regenerator', 'Reckless']",1.4,35.5,6400,70,510,45,1059860,50,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/620.png,620
0621,Druddigon,Crimganã‚¯ãƒªãƒ ã‚¬ãƒ³,Cave PokÃ©mon,5,dragon,,77,120,90,60,90,48,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.6,139,7680,70,485,45,1000000,50,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/621.png,621
0622,Golett,Gobitã‚´ãƒ“ãƒƒãƒˆ,Automaton PokÃ©mon,5,ground,ghost,59,74,50,35,50,35,"['Iron Fist', 'Klutz', 'No Guard']",1,92,6400,70,303,190,1000000,,0,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/622.png,622
0623,Golurk,Goloogã‚´ãƒ«ãƒ¼ã‚°,Automaton PokÃ©mon,5,ground,ghost,89,124,80,55,80,55,"['Iron Fist', 'Klutz', 'No Guard']",2.8,330,6400,70,483,90,1000000,,0,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/623.png,623
0624,Pawniard,Komatanaã‚³ãƒžã‚¿ãƒŠ,Sharp Blade PokÃ©mon,5,dark,steel,45,85,70,40,40,60,"['Defiant', 'Inner Focus', 'Pressure']",0.5,10.2,5120,35,340,120,1000000,50,0,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/624.png,624
0625,Bisharp,Kirikizanã‚­ãƒªã‚­ã‚¶ãƒ³,Sword Blade PokÃ©mon,5,dark,steel,65,125,100,60,70,70,"['Defiant', 'Inner Focus', 'Pressure']",1.6,70,5120,35,490,45,1000000,50,0,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/625.png,625
0626,Bouffalant,Buffronãƒãƒƒãƒ•ãƒ­ãƒ³,Bash Buffalo PokÃ©mon,5,normal,,95,110,95,40,95,55,"['Reckless', 'Sap Sipper', 'Soundproof']",1.6,94.6,5120,70,490,45,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/626.png,626
0627,Rufflet,Washibonãƒ¯ã‚·ãƒœãƒ³,Eaglet PokÃ©mon,5,normal,flying,70,83,50,37,50,60,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,10.5,5120,70,350,190,1250000,100,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/627.png,627
0628,Braviary,Warrgleã‚¦ã‚©ãƒ¼ã‚°ãƒ«,Valiant PokÃ©mon,5,normal,flying,100,123,75,57,75,80,"['Keen Eye', 'Sheer Force', 'Defiant']",1.5,41,5120,70,510,60,1250000,100,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/628.png,628
0629,Vullaby,Valchaiãƒãƒ«ãƒãƒ£ã‚¤,Diapered PokÃ©mon,5,dark,flying,70,55,75,45,65,60,"['Big Pecks', 'Overcoat', 'Weak Armor']",0.5,9,5120,35,370,190,1250000,0,0,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/629.png,629
0630,Mandibuzz,Vulginaãƒãƒ«ã‚¸ãƒ¼ãƒŠ,Bone Vulture PokÃ©mon,5,dark,flying,110,65,105,55,95,80,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.2,39.5,5120,35,510,60,1250000,0,0,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/630.png,630
0631,Heatmor,Kuitaranã‚¯ã‚¤ã‚¿ãƒ©ãƒ³,Anteater PokÃ©mon,5,fire,,85,97,66,105,66,65,"['Gluttony', 'Flash Fire', 'White Smoke']",1.4,58,5120,70,484,90,1000000,50,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/631.png,631
0632,Durant,Aiantã‚¢ã‚¤ã‚¢ãƒ³ãƒˆ,Iron Ant PokÃ©mon,5,bug,steel,58,109,112,48,48,109,"['Swarm', 'Hustle', 'Truant']",0.3,33,5120,70,484,90,1000000,50,0,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/632.png,632
0633,Deino,Monozuãƒ¢ãƒŽã‚º,Irate PokÃ©mon,5,dark,dragon,52,65,50,45,50,38,['Hustle'],0.8,17.3,10240,35,300,45,1250000,50,0,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/633.png,633
0634,Zweilous,Diheadã‚¸ãƒ˜ãƒƒãƒ‰,Hostile PokÃ©mon,5,dark,dragon,72,85,70,65,70,58,['Hustle'],1.4,50,10240,35,420,45,1250000,50,0,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/634.png,634
0635,Hydreigon,Sazandoraã‚µã‚¶ãƒ³ãƒ‰ãƒ©,Brutal PokÃ©mon,5,dark,dragon,92,105,90,125,90,98,['Levitate'],1.8,160,10240,35,600,45,1250000,50,0,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/635.png,635
0636,Larvesta,Merlarvaãƒ¡ãƒ©ãƒ«ãƒ,Torch PokÃ©mon,5,bug,fire,55,85,55,50,55,60,"['Flame Body', 'Swarm']",1.1,28.8,10240,70,360,45,1250000,50,0,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/636.png,636
0637,Volcarona,Ulgamothã‚¦ãƒ«ã‚¬ãƒ¢ã‚¹,Sun PokÃ©mon,5,bug,fire,85,60,65,135,105,100,"['Flame Body', 'Swarm']",1.6,46,10240,70,550,15,1250000,50,0,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/637.png,637
0638,Cobalion,Cobalonã‚³ãƒãƒ«ã‚ªãƒ³,Iron Will PokÃ©mon,5,steel,fighting,91,90,129,90,72,108,['Justified'],2.1,250,20480,35,580,3,1250000,,1,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/638.png,638
0639,Terrakion,Terrakionãƒ†ãƒ©ã‚­ã‚ªãƒ³,Cavern PokÃ©mon,5,rock,fighting,91,129,90,72,90,108,['Justified'],1.9,260,20480,35,580,3,1250000,,1,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/639.png,639
0640,Virizion,Virizionãƒ“ãƒªã‚¸ã‚ªãƒ³,Grassland PokÃ©mon,5,grass,fighting,91,90,72,90,129,108,['Justified'],2,200,20480,35,580,3,1250000,,1,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/640.png,640
0641,Tornadus,Tornelos (keshin Forme)ãƒˆãƒ«ãƒãƒ­ã‚¹,Cyclone PokÃ©mon,5,flying,,79,100,80,110,90,121,"['Prankster', 'Defiant', 'Regenerator']",1.5,63,30720,90,580,3,1250000,100,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/641.png,641
0642,Thundurus,Voltolos (keshin Forme)ãƒœãƒ«ãƒˆãƒ­ã‚¹,Bolt Strike PokÃ©mon,5,electric,flying,79,105,70,145,80,101,"['Prankster', 'Defiant', 'Volt Absorb']",1.5,61,30720,90,580,3,1250000,100,1,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/642.png,642
0643,Reshiram,Reshiramãƒ¬ã‚·ãƒ©ãƒ,Vast White PokÃ©mon,5,dragon,fire,100,120,100,150,120,90,['Turboblaze'],3.2,330,30720,0,680,3,1250000,,1,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/643.png,643
0644,Zekrom,Zekromã‚¼ã‚¯ãƒ­ãƒ,Deep Black PokÃ©mon,5,dragon,electric,100,150,120,120,100,90,['Teravolt'],2.9,345,30720,0,680,3,1250000,,1,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/644.png,644
0645,Landorus,Landlos (keshin Forme)ãƒ©ãƒ³ãƒ‰ãƒ­ã‚¹,Abundance PokÃ©mon,5,ground,flying,89,145,90,105,80,91,"['Sand Force', 'Sheer Force', 'Intimidate']",1.5,68,30720,90,600,3,1250000,100,1,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/645.png,645
0646,Kyurem,Kyuremã‚­ãƒ¥ãƒ¬ãƒ,Boundary PokÃ©mon,5,dragon,ice,125,120,90,170,100,95,"['Pressure', 'Teravolt', 'Turboblaze']",3,325,30720,0,700,3,1250000,,1,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/646.png,646
0647,Keldeo,Keldeo (itsumo No Sugata)ã‚±ãƒ«ãƒ‡ã‚£ã‚ª,Colt PokÃ©mon,5,water,fighting,91,72,90,129,90,108,['Justified'],1.4,48.5,20480,35,580,3,1250000,,1,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/647.png,647
0648,Meloetta,Meloetta (step Forme)ãƒ¡ãƒ­ã‚¨ãƒƒã‚¿,Melody PokÃ©mon,5,normal,psychic,100,128,90,77,77,128,['Serene Grace'],0.6,6.5,30720,100,600,3,1250000,,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png,648
0649,Genesect,Genesectã‚²ãƒŽã‚»ã‚¯ãƒˆ,Paleozoic PokÃ©mon,5,bug,steel,71,120,95,120,95,99,['Download'],1.5,82.5,30720,0,600,3,1250000,,1,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/649.png,649
0650,Chespin,Harimaronãƒãƒªãƒžãƒ­ãƒ³,Spiky Nut PokÃ©mon,6,grass,,56,61,65,48,45,38,"['Overgrow', 'Bulletproof']",0.4,9,5120,70,313,45,1059860,88.1,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/650.png,650
0651,Quilladin,Hariborgãƒãƒªãƒœãƒ¼ã‚°,Spiny Armor PokÃ©mon,6,grass,,61,78,95,56,58,57,"['Overgrow', 'Bulletproof']",0.7,29,5120,70,405,45,1059860,88.1,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/651.png,651
0652,Chesnaught,Brigarronãƒ–ãƒªã‚¬ãƒ­ãƒ³,Spiny Armor PokÃ©mon,6,grass,fighting,88,107,122,74,75,64,"['Overgrow', 'Bulletproof']",1.6,90,5120,70,530,45,1059860,88.1,0,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/652.png,652
0653,Fennekin,Fokkoãƒ•ã‚©ãƒƒã‚³,Fox PokÃ©mon,6,fire,,40,45,40,62,60,60,"['Blaze', 'Magician']",0.4,9.4,5120,70,307,45,1059860,88.1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/653.png,653
0654,Braixen,Tairenarãƒ†ãƒ¼ãƒ«ãƒŠãƒ¼,Fox PokÃ©mon,6,fire,,59,59,58,90,70,73,"['Blaze', 'Magician']",1,14.5,5120,70,409,45,1059860,88.1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/654.png,654
0655,Delphox,Mahoxyãƒžãƒ•ã‚©ã‚¯ã‚·ãƒ¼,Fox PokÃ©mon,6,fire,psychic,75,69,72,114,100,104,"['Blaze', 'Magician']",1.5,39,5120,70,534,45,1059860,88.1,0,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/655.png,655
0656,Froakie,Keromatsuã‚±ãƒ­ãƒžãƒ„,Bubble Frog PokÃ©mon,6,water,,41,56,40,62,44,71,"['Torrent', 'Protean']",0.3,7,5120,70,314,45,1059860,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/656.png,656
0657,Frogadier,Gekogashiraã‚²ã‚³ã‚¬ã‚·ãƒ©,Bubble Frog PokÃ©mon,6,water,,54,63,52,83,56,97,"['Torrent', 'Protean']",0.6,10.9,5120,70,405,45,1059860,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/657.png,657
0658,Greninja,Gekkougaã‚²ãƒƒã‚³ã‚¦ã‚¬,Ninja PokÃ©mon,6,water,dark,72,145,67,153,71,132,"['Torrent', 'Protean', 'Battle Bond']",1.5,40,5120,70,640,45,1059860,88.1,0,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png,658
0659,Bunnelby,Horubeeãƒ›ãƒ«ãƒ“ãƒ¼,Digging PokÃ©mon,6,normal,,38,36,38,32,36,57,"['Pickup', 'Cheek Pouch', 'Huge Power']",0.4,5,3840,70,237,255,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/659.png,659
0660,Diggersby,Horudoãƒ›ãƒ«ãƒ¼ãƒ‰,Digging PokÃ©mon,6,normal,ground,85,56,77,50,77,78,"['Pickup', 'Cheek Pouch', 'Huge Power']",1,42.4,3840,70,423,127,1000000,50,0,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/660.png,660
0661,Fletchling,Yayakomaãƒ¤ãƒ¤ã‚³ãƒž,Tiny Robin PokÃ©mon,6,normal,flying,45,50,43,40,38,62,"['Big Pecks', 'Gale Wings']",0.3,1.7,3840,70,278,255,1059860,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/661.png,661
0662,Fletchinder,Hinoyakomaãƒ’ãƒŽãƒ¤ã‚³ãƒž,Ember PokÃ©mon,6,fire,flying,62,73,55,56,52,84,"['Flame Body', 'Gale Wings']",0.7,16,3840,70,382,120,1059860,50,0,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/662.png,662
0663,Talonflame,Fiarrowãƒ•ã‚¡ã‚¤ã‚¢ãƒ­ãƒ¼,Scorching PokÃ©mon,6,fire,flying,78,81,71,74,69,126,"['Flame Body', 'Gale Wings']",1.2,24.5,3840,70,499,45,1059860,50,0,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/663.png,663
0664,Scatterbug,Kofukimushiã‚³ãƒ•ã‚­ãƒ ã‚·,Scatterdust PokÃ©mon,6,bug,,38,35,40,27,25,35,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.3,2.5,3840,70,200,255,1000000,50,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/664.png,664
0665,Spewpa,Kofuuraiã‚³ãƒ•ãƒ¼ãƒ©ã‚¤,Scatterdust PokÃ©mon,6,bug,,45,22,60,27,30,29,"['Shed Skin', 'Friend Guard']",0.3,8.4,3840,70,213,120,1000000,50,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/665.png,665
0666,Vivillon,Viviyonãƒ“ãƒ“ãƒ¨ãƒ³,Scale PokÃ©mon,6,bug,flying,80,52,50,90,50,89,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1.2,17,3840,70,411,45,1000000,50,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/666.png,666
0667,Litleo,Shishikoã‚·ã‚·ã‚³,Lion Cub PokÃ©mon,6,fire,normal,62,50,58,73,54,72,"['Rivalry', 'Unnerve', 'Moxie']",0.6,13.5,5120,70,369,220,1059860,11.2,0,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/667.png,667
0668,Pyroar,Kaenjishiã‚«ã‚¨ãƒ³ã‚¸ã‚·,Royal PokÃ©mon,6,fire,normal,86,68,72,109,66,106,"['Rivalry', 'Unnerve', 'Moxie']",1.5,81.5,5120,70,507,65,1059860,11.2,0,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/668.png,668
0669,FlabÃ©bÃ©,Flabebeãƒ•ãƒ©ãƒ™ãƒ™,Single Bloom PokÃ©mon,6,fairy,,44,38,39,61,79,42,"['Flower Veil', 'Symbiosis']",0.1,0.1,5120,70,303,225,1000000,0,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/669.png,669
0670,Floette,Floetteãƒ•ãƒ©ã‚¨ãƒƒãƒ†,Fairy PokÃ©mon,6,fairy,,74,65,67,125,128,92,"['Flower Veil', 'Symbiosis']",0.2,0.9,5120,70,551,120,1000000,0,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png,670
0671,Florges,Florgesãƒ•ãƒ©ãƒ¼ã‚¸ã‚§ã‚¹,Garden PokÃ©mon,6,fairy,,78,65,68,112,154,75,"['Flower Veil', 'Symbiosis']",1.1,10,5120,70,552,45,1000000,0,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/671.png,671
0672,Skiddo,Meecleãƒ¡ã‚§ãƒ¼ã‚¯ãƒ«,Mount PokÃ©mon,6,grass,,66,65,48,62,57,52,"['Sap Sipper', 'Grass Pelt']",0.9,31,5120,70,350,200,1000000,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/672.png,672
0673,Gogoat,Gogoatã‚´ãƒ¼ã‚´ãƒ¼ãƒˆ,Mount PokÃ©mon,6,grass,,123,100,62,97,81,68,"['Sap Sipper', 'Grass Pelt']",1.7,91,5120,70,531,45,1000000,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/673.png,673
0674,Pancham,Yanchamãƒ¤ãƒ³ãƒãƒ£ãƒ,Playful PokÃ©mon,6,fighting,,67,82,62,46,48,43,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.6,8,6400,70,348,220,1000000,50,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/674.png,674
0675,Pangoro,Gorondaã‚´ãƒ­ãƒ³ãƒ€,Daunting PokÃ©mon,6,fighting,dark,95,124,78,69,71,58,"['Iron Fist', 'Mold Breaker', 'Scrappy']",2.1,136,6400,70,495,65,1000000,50,0,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/675.png,675
0676,Furfrou,TrimmienãƒˆãƒªãƒŸã‚¢ãƒ³,Poodle PokÃ©mon,6,normal,,75,80,60,65,90,102,['Fur Coat'],1.2,28,5120,70,472,160,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/676.png,676
0677,Espurr,Nyasperãƒ‹ãƒ£ã‚¹ãƒ‘ãƒ¼,Restraint PokÃ©mon,6,psychic,,62,48,54,63,60,68,"['Keen Eye', 'Infiltrator', 'Own Tempo']",0.3,3.5,5120,70,355,190,1000000,50,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/677.png,677
0678,Meowstic,Nyaonixãƒ‹ãƒ£ã‚ªãƒ‹ã‚¯ã‚¹,Constraint PokÃ©mon,6,psychic,,74,48,76,83,81,104,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",0.6,8.5,5120,70,466,75,1000000,50,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png,678
0679,Honedge,Hitotsukiãƒ’ãƒˆãƒ„ã‚­,Sword PokÃ©mon,6,steel,ghost,45,80,100,35,37,28,['No Guard'],0.8,2,5120,70,325,180,1000000,50,0,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png,679
0680,Doublade,Nidangillãƒ‹ãƒ€ãƒ³ã‚®ãƒ«,Sword PokÃ©mon,6,steel,ghost,59,110,150,45,49,35,['No Guard'],0.8,4.5,5120,70,448,90,1000000,50,0,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png,680
0681,Aegislash,Gillgardã‚®ãƒ«ã‚¬ãƒ«ãƒ‰,Royal Sword PokÃ©mon,6,steel,ghost,60,150,50,150,50,60,['Stance Change'],1.7,53,5120,70,520,45,1000000,50,0,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png,681
0682,Spritzee,Shushupuã‚·ãƒ¥ã‚·ãƒ¥ãƒ—,Perfume PokÃ©mon,6,fairy,,78,52,60,63,65,23,"['Healer', 'Aroma Veil']",0.2,0.5,5120,70,341,200,1000000,50,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png,682
0683,Aromatisse,Frefuwanãƒ•ãƒ¬ãƒ•ãƒ¯ãƒ³,Fragrance PokÃ©mon,6,fairy,,101,72,72,99,89,29,"['Healer', 'Aroma Veil']",0.8,15.5,5120,70,462,140,1000000,50,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png,683
0684,Swirlix,Peroppafuãƒšãƒ­ãƒƒãƒ‘ãƒ•,Cotton Candy PokÃ©mon,6,fairy,,62,48,66,59,57,49,"['Sweet Veil', 'Unburden']",0.4,3.5,5120,70,341,200,1000000,50,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png,684
0685,Slurpuff,Peroreamãƒšãƒ­ãƒªãƒ¼ãƒ,Meringue PokÃ©mon,6,fairy,,82,80,86,85,75,72,"['Sweet Veil', 'Unburden']",0.8,5,5120,70,480,140,1000000,50,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png,685
0686,Inkay,Maaiikaãƒžãƒ¼ã‚¤ãƒ¼ã‚«,Revolving PokÃ©mon,6,dark,psychic,53,54,53,37,46,45,"['Contrary', 'Suction Cups', 'Infiltrator']",0.4,3.5,5120,70,288,190,1000000,50,0,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png,686
0687,Malamar,Calamaneroã‚«ãƒ©ãƒžãƒãƒ­,Overturning PokÃ©mon,6,dark,psychic,86,92,88,68,75,73,"['Contrary', 'Suction Cups', 'Infiltrator']",1.5,47,5120,70,482,80,1000000,50,0,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png,687
0688,Binacle,Kameteteã‚«ãƒ¡ãƒ†ãƒ†,Two-Handed PokÃ©mon,6,rock,water,42,52,67,39,56,50,"['Tough Claws', 'Sniper', 'Pickpocket']",0.5,31,5120,70,306,120,1000000,50,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png,688
